year,id,dist,passen,fare,conc
1997,203,287,374,58,68.73999786
1998,203,287,382,60,61.50999832
1999,203,287,427,60,64.54000092
2000,203,287,445,66,67.72000122
1997,204,396,331,176,87.56999969
1998,204,396,293,182,87.84999847
1999,204,396,257,197,89.44000244
2000,204,396,212,210,93.06999969
1997,205,727,448,229,89.66000366
1998,205,727,440,219,88.30999756
1999,205,727,473,233,91.45999908
2000,205,727,389,271,92.05999756
1997,206,867,2471,211,46.34999847
1998,206,867,2167,219,49.09000015
1999,206,867,1928,271,48.68999863
2000,206,867,2309,243,42.88999939
1997,207,752,347,280,88.22000122
1998,207,752,341,293,90.61000061
1999,207,752,413,256,87.75
2000,207,752,374,263,87.05999756
1997,208,563,414,252,85.86000061
1998,208,563,359,231,86.76999664
1999,208,563,481,219,76.65000153
2000,208,563,402,251,83.59999847
1997,209,1783,120,249,27.25
1998,209,1783,106,281,51.79000092
1999,209,1783,85,311,50.25
2000,209,1783,139,250,40.38999939
1997,210,640,365,158,61.20999908
1998,210,640,429,153,61.58999634
1999,210,640,524,136,62.25999451
2000,210,640,323,195,42.36999893
1997,211,1562,1057,352,64.05999756
1998,211,1562,1164,319,67.58000183
1999,211,1562,1135,319,62.56999969
2000,211,1562,1216,364,58.27000046
1997,212,1754,900,243,67.33999634
1998,212,1754,862,266,67.87000275
1999,212,1754,970,258,69.75
2000,212,1754,1043,273,63.77000046
1997,213,632,733,256,87.16000366
1998,213,632,731,245,86.63999939
1999,213,632,720,262,85.11000061
2000,213,632,647,274,85.33000183
1997,214,1237,841,142,47.47000122
1998,214,1237,1217,137,60.61000061
1999,214,1237,1430,132,57.01000214
2000,214,1237,1682,135,56.70999908
1997,215,1249,663,138,78.09999847
1998,215,1249,676,136,75.55000305
1999,215,1249,767,136,79.06999969
2000,215,1249,745,142,78.58000183
1997,216,646,173,208,54.08000183
1998,216,646,203,168,53.15000534
1999,216,646,161,168,64.22000122
2000,216,646,241,154,82.56999969
1997,217,1597,531,345,69.41999817
1998,217,1597,594,338,63.13999939
1999,217,1597,646,317,70.34999847
2000,217,1597,739,317,72.58999634
1997,218,818,266,244,61.98999786
1998,218,818,245,220,48.50999832
1999,218,818,297,210,47.81000137
2000,218,818,320,207,62.54000092
1997,219,1012,255,150,52.59999466
1998,219,1012,236,144,49.65000153
1999,219,1012,277,128,40.16999817
2000,219,1012,271,132,46.97000122
1997,220,1258,325,232,47.11999893
1998,220,1258,326,223,45.11999893
1999,220,1258,338,229,48.00999832
2000,220,1258,319,228,42.68000031
1997,221,2611,1523,334,39.15999985
1998,221,2611,1800,290,41.45000076
1999,221,2611,1374,364,40.43000031
2000,221,2611,1592,366,36.86000061
1997,222,1140,212,232,77.08000183
1998,222,1140,207,189,72.45999908
1999,222,1140,249,191,67.93000031
2000,222,1140,242,211,78.25
1997,223,1258,850,182,72.95999908
1998,223,1258,813,185,70.48000336
1999,223,1258,807,190,72.04000092
2000,223,1258,760,198,70.19999695
1997,224,860,336,219,72.68000031
1998,224,860,293,213,74.22000122
1999,224,860,336,195,66.69000244
2000,224,860,334,223,67.12999725
1997,225,1124,661,343,77.26999664
1998,225,1124,730,280,82
1999,225,1124,1007,220,77.11000061
2000,225,1124,1010,247,76.26000214
1997,226,739,115,119,78.11000061
1998,226,739,126,129,69.19999695
1999,226,739,169,107,67.51999664
2000,226,739,204,101,62.31000519
1997,227,944,265,174,48.16999817
1998,227,944,208,172,46.93999863
1999,227,944,215,162,49.49000168
2000,227,944,161,251,49.59000015
1997,228,1368,343,179,30.11000061
1998,228,1368,403,156,27.84000015
1999,228,1368,398,156,28.88999939
2000,228,1368,428,163,32.65000153
1997,229,185,6563,129,40.99000168
1998,229,185,6415,134,42.84000015
1999,229,185,7096,139,43.43000031
2000,229,185,6883,145,42.75999832
1997,230,468,210,160,82.43000031
1998,230,468,183,170,87.61000061
1999,230,468,197,169,70.84999847
2000,230,468,180,192,45.70999908
1997,231,1121,2021,126,80.33000183
1998,231,1121,2039,123,75.15000153
1999,231,1121,2260,118,65.09999847
2000,231,1121,2306,129,59.43000412
1997,232,280,1662,146,90.77999878
1998,232,280,1782,136,87.58999634
1999,232,280,2025,145,79.72000122
2000,232,280,1602,207,78.69000244
1997,233,2301,658,238,44.15000153
1998,233,2301,527,266,40.52000046
1999,233,2301,615,236,34.68999863
2000,233,2301,538,294,39.41999817
1997,234,496,632,217,92.47000122
1998,234,496,628,217,84.58000183
1999,234,496,730,193,93.18000031
2000,234,496,641,237,94.34999847
1997,235,2541,246,339,29.67000008
1998,235,2541,259,325,41.13999939
1999,235,2541,208,382,31.58000183
2000,235,2541,225,398,31.5
1997,236,612,537,193,62.80000305
1998,236,612,585,187,64.41999817
1999,236,612,741,132,50.81999969
2000,236,612,746,146,58.49999619
1997,237,474,187,202,77.52999878
1998,237,474,175,213,85.87000275
1999,237,474,211,200,80.77999878
2000,237,474,233,222,65.97000122
1997,238,343,278,153,92.83999634
1998,238,343,279,125,91.44000244
1999,238,343,243,152,94.30999756
2000,238,343,334,172,72.29000092
1997,239,2642,121,324,32.61999893
1998,239,2642,104,358,44.59999847
1999,239,2642,113,375,40.58000183
2000,239,2642,118,407,44.13000107
1997,240,2106,242,289,70.69999695
1998,240,2106,274,300,68.69999695
1999,240,2106,284,311,62.5
2000,240,2106,309,300,63.94000244
1997,241,2588,490,276,28.72000122
1998,241,2588,434,312,43.47999954
1999,241,2588,394,331,45.63999939
2000,241,2588,463,352,40.25
1997,242,2704,1548,460,62.84999847
1998,242,2704,1811,382,57.33000183
1999,242,2704,1709,453,55.61999512
2000,242,2704,1815,488,49.95999908
1997,243,2689,473,459,67.44999695
1998,243,2689,550,408,65.72000122
1999,243,2689,530,452,70.43000031
2000,243,2689,601,522,70.94999695
1997,244,2592,212,363,31.29000092
1998,244,2592,175,403,27.56999969
1999,244,2592,209,363,22.70000076
2000,244,2592,177,410,26.22999763
1997,245,1222,193,136,64.12999725
1998,245,1222,162,138,49.59999847
1999,245,1222,147,143,48.40999985
2000,245,1222,121,153,43.63000107
1997,246,2497,552,301,41.16999817
1998,246,2497,537,299,36.29999924
1999,246,2497,527,334,32.65999985
2000,246,2497,500,363,28.17000198
1997,247,1046,344,310,71.97000122
1998,247,1046,338,309,78.77999878
1999,247,1046,322,336,72.54000092
2000,247,1046,319,370,74.20999908
1997,248,1185,1103,137,51.70999908
1998,248,1185,1034,126,56
1999,248,1185,1226,125,45.27000046
2000,248,1185,1224,133,53.11999893
1997,249,406,3362,141,71.44000244
1998,249,406,3667,126,77.58000183
1999,249,406,4052,121,63.75
2000,249,406,3625,152,60.04000473
1997,250,1197,1037,149,70.19999695
1998,250,1197,863,152,73.73000336
1999,250,1197,1028,145,51.75
2000,250,1197,863,153,55.31999969
1997,251,473,329,206,46.58000183
1998,251,473,307,208,46.83000183
1999,251,473,690,99,35.13999939
2000,251,473,537,120,41.04999924
1997,252,1167,157,133,54.77000046
1998,252,1167,171,126,47.45000076
1999,252,1167,182,130,47.09999847
2000,252,1167,304,115,35.70000076
1997,253,1989,215,168,36.02000046
1998,253,1989,241,180,28.38000107
1999,253,1989,227,195,31.12000275
2000,253,1989,320,166,50.58000183
1997,254,292,1133,142,58.31000137
1998,254,292,1222,125,57.04000092
1999,254,292,1141,145,59.09999466
2000,254,292,2022,96,42.70999908
1997,255,1011,443,116,40.81000137
1998,255,1011,552,102,52.1099968
1999,255,1011,519,111,63.84999847
2000,255,1011,700,107,36.45999908
1997,256,279,224,196,96.16999817
1998,256,279,215,201,95.36000061
1999,256,279,178,213,96.22000122
2000,256,279,161,255,95.87999725
1997,257,1055,182,136,63.27000427
1998,257,1055,224,122,53.81000137
1999,257,1055,273,124,55.38999939
2000,257,1055,395,107,42.04999924
1997,258,296,240,157,84.40000153
1998,258,296,215,161,85.19999695
1999,258,296,212,160,86.06999969
2000,258,296,120,169,90.04000092
1997,259,851,148,167,87.73000336
1998,259,851,114,220,86.98000336
1999,259,851,118,229,89.13999939
2000,259,851,123,233,86.80000305
1997,260,223,1652,67,98.34999847
1998,260,223,1693,67,99.05000305
1999,260,223,1855,67,99.95999908
2000,260,223,1823,71,99.94000244
1997,261,325,2154,68,99.95999908
1998,261,325,2268,73,99.23000336
1999,261,325,2329,78,99.44000244
2000,261,325,2426,83,99.38999939
1997,262,369,1159,57,68.23999786
1998,262,369,1251,61,66.90000153
1999,262,369,1357,60,62.81000519
2000,262,369,1254,66,63.40000153
1997,263,817,384,119,68.97000122
1998,263,817,408,119,74.33000183
1999,263,817,423,122,76.08999634
2000,263,817,440,136,73.98999786
1997,264,374,198,75,89.25
1998,264,374,199,87,81.19000244
1999,264,374,177,91,90.65000153
2000,264,374,185,95,92.48000336
1997,265,358,1474,61,99.22000122
1998,265,358,1557,70,98.37000275
1999,265,358,1568,76,98.47000122
2000,265,358,1620,81,98.33999634
1997,266,326,1537,87,99.73999786
1998,266,326,1482,83,99.79000092
1999,266,326,1380,93,99.83000183
2000,266,326,1169,105,99.80999756
1997,267,296,1264,66,99.98000336
1998,267,296,1353,68,82.22000122
1999,267,296,1273,76,99.95999908
2000,267,296,1319,83,99.95999908
1997,268,937,596,118,67.63999939
1998,268,937,651,121,72.87000275
1999,268,937,654,131,77.51000214
2000,268,937,743,143,72.5
1997,269,262,193,171,51.96999741
1998,269,262,203,162,56.52000427
1999,269,262,206,175,53.27000046
2000,269,262,483,91,45.70999908
1997,270,761,179,172,52.36999893
1998,270,761,167,194,48.47000122
1999,270,761,117,220,47.31000137
2000,270,761,108,177,49.75
1997,271,634,490,156,34.5
1998,271,634,478,160,43.61999893
1999,271,634,458,180,38.02000046
2000,271,634,453,186,43.20000076
1997,272,444,171,186,84.54000092
1998,272,444,185,182,79.58000183
1999,272,444,182,217,80.18000031
2000,272,444,187,167,72.73000336
1997,273,599,572,254,56.81999969
1998,273,599,626,253,56.59000397
1999,273,599,618,256,59.43000412
2000,273,599,644,248,62.19999695
1997,274,430,186,240,89.45999908
1998,274,430,192,233,90.52999878
1999,274,430,193,245,71.76999664
2000,274,430,187,249,63.62000275
1997,275,937,593,229,51.31999969
1998,275,937,491,270,55.47000122
1999,275,937,423,292,51.88999939
2000,275,937,432,317,54.18999863
1997,276,1339,181,270,65.79000092
1998,276,1339,192,274,62.72000122
1999,276,1339,233,265,58.88999557
2000,276,1339,218,288,64.95999908
1997,277,500,298,226,51
1998,277,500,278,239,48.47000122
1999,277,500,306,251,46.70999908
2000,277,500,291,256,46.90000153
1997,278,632,217,186,82.45999908
1998,278,632,248,187,77.95999908
1999,278,632,227,191,85.61000061
2000,278,632,287,175,86.08000183
1997,279,643,199,239,88.70999908
1998,279,643,216,239,91.12000275
1999,279,643,252,245,91.23999786
2000,279,643,223,269,91.52999878
1997,280,914,222,252,70.61000061
1998,280,914,246,259,57.59999847
1999,280,914,254,281,51.84000015
2000,280,914,264,315,44.11999893
1997,281,428,151,204,94.44999695
1998,281,428,163,203,89.98000336
1999,281,428,154,216,89.05000305
2000,281,428,164,213,87.58999634
1997,282,329,193,200,90.36000061
1998,282,329,174,219,92.83000183
1999,282,329,139,222,90.51999664
2000,282,329,134,260,91.30000305
1997,283,810,153,224,75.97000122
1998,283,810,148,243,82.23000336
1999,283,810,137,253,77.02999878
2000,283,810,144,253,75.33999634
1997,284,2126,301,312,70.26999664
1998,284,2126,332,302,65.08000183
1999,284,2126,428,282,69.62999725
2000,284,2126,358,322,63.23000336
1997,285,512,197,173,82.73999786
1998,285,512,174,201,88.90000153
1999,285,512,175,245,86.91999817
2000,285,512,178,251,63.95999908
1997,286,650,216,176,85.18000031
1998,286,650,235,171,85.11000061
1999,286,650,245,183,84.94999695
2000,286,650,255,186,86.68000031
1997,287,931,197,276,48.47999954
1998,287,931,229,263,49.5
1999,287,931,224,278,47.31000137
2000,287,931,234,261,51.45999908
1997,288,329,247,221,94.84999847
1998,288,329,225,236,91.90000153
1999,288,329,226,227,91.48000336
2000,288,329,195,255,93.48999786
1997,289,652,191,164,77.01000214
1998,289,652,186,180,78.94999695
1999,289,652,156,204,77.76999664
2000,289,652,173,206,75.30999756
1997,290,538,1206,241,79.38999939
1998,290,538,1292,241,79.91000366
1999,290,538,1410,230,78.30999756
2000,290,538,1304,268,77.98999786
1997,291,468,360,164,87.83999634
1998,291,468,367,167,88.73999786
1999,291,468,351,188,86.61000061
2000,291,468,399,188,90.48000336
1997,292,447,453,239,95.54000092
1998,292,447,526,251,96.12000275
1999,292,447,507,249,94.87000275
2000,292,447,498,279,95
1997,293,366,219,214,95.58000183
1998,293,366,221,223,94.73000336
1999,293,366,219,229,94.69000244
2000,293,366,216,240,93.69999695
1997,294,256,178,251,98.34999847
1998,294,256,161,249,98.58000183
1999,294,256,152,254,98.20999908
2000,294,256,147,289,98.80999756
1997,295,2297,236,331,75.26000214
1998,295,2297,305,372,67.08999634
1999,295,2297,385,295,70.33000183
2000,295,2297,320,376,69.41999817
1997,296,576,213,228,48.43999863
1998,296,576,218,222,49.33000183
1999,296,576,202,238,46.88000107
2000,296,576,213,243,49.34000015
1997,297,508,337,185,83.08000183
1998,297,508,348,186,85.47000122
1999,297,508,346,199,87.15000153
2000,297,508,341,202,88.58999634
1997,298,328,423,214,95.73000336
1998,298,328,482,210,95.73000336
1999,298,328,521,212,95.19999695
2000,298,328,453,252,96.51999664
1997,299,264,618,259,59.34999466
1998,299,264,648,252,58.13000107
1999,299,264,1153,124,48.25
2000,299,264,690,236,58.77000046
1997,300,310,2651,79,33.15000153
1998,300,310,2559,81,33.06999969
1999,300,310,2665,82,33.50999832
2000,300,310,2312,103,42.68000031
1997,301,912,240,166,71.93000031
1998,301,912,184,196,85.80000305
1999,301,912,170,220,83.55000305
2000,301,912,177,210,81.37000275
1997,302,667,130,169,55.52999878
1998,302,667,128,209,57.06999969
1999,302,667,142,197,47.52000046
2000,302,667,84,199,61.40000153
1997,303,284,1732,77,34.13000107
1998,303,284,1861,80,35.22999954
1999,303,284,1567,92,49.75
2000,303,284,1160,100,58.99999619
1997,304,800,2558,256,67.69000244
1998,304,800,2950,218,59.33000565
1999,304,800,2929,224,56.15000153
2000,304,800,2829,248,51.27999878
1997,305,240,273,179,67.11000061
1998,305,240,287,183,57.63000107
1999,305,240,206,213,60.17000198
2000,305,240,268,176,48.90000153
1997,306,888,2476,143,64.37999725
1998,306,888,2377,174,56.45000458
1999,306,888,2378,187,55.87999725
2000,306,888,2691,178,51.58000183
1997,307,299,288,235,73.23999786
1998,307,299,311,184,71.95999908
1999,307,299,302,183,64.62999725
2000,307,299,253,201,56.29000092
1997,308,233,3657,77,42.56999969
1998,308,233,3636,79,39.09000015
1999,308,233,3768,77,40.88000107
2000,308,233,3310,89,43.59999847
1997,309,1236,227,222,68.09999847
1998,309,1236,236,223,80.68000031
1999,309,1236,263,201,68.20999908
2000,309,1236,247,211,74.51000214
1997,310,1174,1264,172,32.02999878
1998,310,1174,1543,159,29.71999931
1999,310,1174,1683,161,28.54000092
2000,310,1174,2175,156,27.80999756
1997,311,1120,818,165,39.56999969
1998,311,1120,931,155,45.15999985
1999,311,1120,956,160,43.83000183
2000,311,1120,1150,156,28.13999939
1997,312,590,233,268,73.95999908
1998,312,590,319,214,73.62000275
1999,312,590,278,189,69.87999725
2000,312,590,258,234,59.36000443
1997,313,595,227,238,57.40000153
1998,313,595,239,200,57.45999908
1999,313,595,206,229,56.04000092
2000,313,595,165,284,57.86000061
1997,314,783,691,266,45.75
1998,314,783,607,273,45.68999863
1999,314,783,1030,147,42.33000183
2000,314,783,1106,166,41.38000107
1997,315,925,1683,177,34.25999832
1998,315,925,1690,185,34.41999817
1999,315,925,1835,173,34.00999832
2000,315,925,1917,186,36.66999817
1997,316,162,989,82,42.45000076
1998,316,162,977,89,44.27999878
1999,316,162,948,83,42.52999878
2000,316,162,808,104,43.95999908
1997,317,666,219,116,67.33000183
1998,317,666,238,123,66.48000336
1999,317,666,258,119,68.05999756
2000,317,666,234,129,69.41000366
1997,318,865,466,146,44.29000092
1998,318,865,468,160,51.22000122
1999,318,865,578,148,34.86999893
2000,318,865,551,162,36.74000168
1997,319,405,2423,73,48.02000046
1998,319,405,2606,69,48.36999893
1999,319,405,2498,80,48.22999954
2000,319,405,2281,86,51.43000031
1997,320,475,186,206,81.37999725
1998,320,475,201,180,79.27999878
1999,320,475,223,172,76.30000305
2000,320,475,196,179,79.02999878
1997,321,1515,2135,155,29.4299984
1998,321,1515,2260,163,33.22000122
1999,321,1515,2986,149,33.13000107
2000,321,1515,3146,151,26.82999992
1997,322,323,153,134,77.48000336
1998,322,323,150,129,84.25
1999,322,323,136,161,82.76000214
2000,322,323,96,217,79.31999969
1997,323,467,117,114,92.62999725
1998,323,467,108,122,87.58000183
1999,323,467,117,129,91.33999634
2000,323,467,62,173,88.84999847
1997,324,544,351,113,52.91999435
1998,324,544,316,131,53.16999435
1999,324,544,320,127,52.70000076
2000,324,544,339,142,46.18000031
1997,325,1745,3326,244,38.18999863
1998,325,1745,3357,253,38.29999924
1999,325,1745,3766,230,38.79000092
2000,325,1745,3965,222,41.77000046
1997,326,271,904,72,70.80000305
1998,326,271,918,79,76.69000244
1999,326,271,937,70,72.44999695
2000,326,271,930,76,74.91999817
1997,327,843,158,256,87.52999878
1998,327,843,504,133,50.73000336
1999,327,843,621,150,47.43000031
2000,327,843,586,156,47.11000061
1997,328,491,423,219,52.70999527
1998,328,491,451,206,52.68999863
1999,328,491,453,201,45.11999893
2000,328,491,420,209,38.91999817
1997,329,1197,1467,171,50
1998,329,1197,1337,194,50.49000549
1999,329,1197,1263,206,46.29999924
2000,329,1197,1069,221,47.47999954
1997,330,345,3195,167,56.08999634
1998,330,345,2998,175,54.15000153
1999,330,345,3072,178,56.36999512
2000,330,345,3447,148,48.61000061
1997,331,754,148,126,58.59000015
1998,331,754,157,120,41.25999832
1999,331,754,142,122,50.56999969
2000,331,754,210,95,51.41999817
1997,332,395,1208,89,50.95000458
1998,332,395,1186,92,50.56999969
1999,332,395,1259,87,53.50000381
2000,332,395,1148,100,57.84000015
1997,333,837,830,151,36.66999817
1998,333,837,856,148,38.13000107
1999,333,837,893,162,36.00999832
2000,333,837,909,159,33.52999878
1997,334,727,7228,229,38.25999832
1998,334,727,7349,217,35.09999847
1999,334,727,7336,212,35.95000076
2000,334,727,7304,245,35.43000031
1997,335,717,234,230,68.19000244
1998,335,717,243,209,72.08999634
1999,335,717,247,210,67.62000275
2000,335,717,246,219,61.18000031
1997,336,1836,354,294,63.45999908
1998,336,1836,263,364,73.18000031
1999,336,1836,364,321,66.54000092
2000,336,1836,395,345,70.58999634
1997,337,693,309,157,53.52000046
1998,337,693,319,157,59.31999588
1999,337,693,321,156,47.65999985
2000,337,693,299,169,46.52999878
1997,338,423,903,81,51.59999847
1998,338,423,937,89,57.63999939
1999,338,423,951,83,57.41000366
2000,338,423,916,92,61.51999664
1997,339,1701,335,244,51.45000076
1998,339,1701,333,235,52.70999527
1999,339,1701,325,216,45.02000046
2000,339,1701,340,216,49.77999878
1997,340,1005,2616,148,34.38999939
1998,340,1005,2763,143,33.18000031
1999,340,1005,2843,148,31.37000275
2000,340,1005,3005,149,28.10000229
1997,341,678,1834,245,44.04999924
1998,341,678,1853,242,45.09999847
1999,341,678,2147,213,35.56999969
2000,341,678,2283,214,35.54000092
1997,342,1440,2619,174,28.29999924
1998,342,1440,2656,174,29.92000008
1999,342,1440,3068,162,31.20000076
2000,342,1440,2960,164,27.77000046
1997,343,412,737,223,57.27999878
1998,343,412,980,171,40.59999847
1999,343,412,1113,155,41.47999954
2000,343,412,935,185,42.63999939
1997,344,901,119,272,80
1998,344,901,132,238,86.30000305
1999,344,901,113,265,78.37000275
2000,344,901,105,278,75.41000366
1997,345,1740,525,281,50.43000031
1998,345,1740,598,267,54.94999695
1999,345,1740,653,265,54.84999847
2000,345,1740,643,280,57.38999939
1997,346,849,717,134,42.33000183
1998,346,849,861,134,34.41999817
1999,346,849,1051,135,35.04000092
2000,346,849,874,154,34.08000183
1997,347,647,791,191,53.41999435
1998,347,647,728,200,54.52999878
1999,347,647,1163,102,44.77999878
2000,347,647,1156,133,42.77999878
1997,348,1672,309,149,73.79000092
1998,348,1672,368,165,71.76999664
1999,348,1672,304,180,62.66000366
2000,348,1672,275,179,66.45999908
1997,349,642,263,290,75.79000092
1998,349,642,314,251,77.87999725
1999,349,642,291,281,81.55000305
2000,349,642,268,286,71.08000183
1997,350,528,291,261,47.15000153
1998,350,528,285,245,52.18999863
1999,350,528,231,228,52.86999893
2000,350,528,307,178,54.84000015
1997,351,1782,258,326,59.1099968
1998,351,1782,265,314,67.19999695
1999,351,1782,357,257,61.19999695
2000,351,1782,380,277,61.22000122
1997,352,1250,565,211,45.33000183
1998,352,1250,575,209,37.86000061
1999,352,1250,546,200,34.47000122
2000,352,1250,581,231,35.15000153
1997,353,1041,564,187,47.95000076
1998,353,1041,532,193,49.77000046
1999,353,1041,575,195,49.74000168
2000,353,1041,588,225,46.40999985
1997,354,1724,948,258,32.24000168
1998,354,1724,922,257,37.20999908
1999,354,1724,1154,221,39.29000092
2000,354,1724,1157,239,45.49000168
1997,355,1846,2252,324,51.72000122
1998,355,1846,2337,303,54.86000061
1999,355,1846,2601,302,53.45000076
2000,355,1846,2679,324,53.09000015
1997,356,1830,493,324,38.81999969
1998,356,1830,603,277,41.61999893
1999,356,1830,625,331,41.13000107
2000,356,1830,772,351,44.45000076
1997,357,1727,706,321,42.45999908
1998,357,1727,659,337,46.84999847
1999,357,1727,636,311,50.74000549
2000,357,1727,913,245,52.21999741
1997,358,1036,269,148,74.09999847
1998,358,1036,244,147,63.40000153
1999,358,1036,255,151,60.97000122
2000,358,1036,274,146,63.81999969
1997,359,773,172,146,65.19999695
1998,359,773,194,148,53.15999985
1999,359,773,120,151,46.20000076
2000,359,773,131,141,51.70999908
1997,360,1721,967,290,49.63000107
1998,360,1721,988,287,55.86000061
1999,360,1721,1113,284,53.53000259
2000,360,1721,1275,269,52.43999863
1997,361,251,2610,72,42.72999954
1998,361,251,2690,74,43.13000107
1999,361,251,2745,81,46.45000076
2000,361,251,2399,92,46.59999847
1997,362,608,223,232,46.20000076
1998,362,608,232,228,48.36000061
1999,362,608,217,227,51.34999847
2000,362,608,251,186,42.34000015
1997,363,1012,1824,153,38.33000183
1998,363,1012,1950,148,35.61000061
1999,363,1012,2083,153,33.45000076
2000,363,1012,1951,160,26.91000175
1997,364,1437,299,221,64.31999969
1998,364,1437,333,218,69.72000122
1999,364,1437,389,198,73.23000336
2000,364,1437,381,196,77.94000244
1997,365,585,392,142,70.5
1998,365,585,368,151,70.22000122
1999,365,585,368,156,61.36000061
2000,365,585,289,153,64.87999725
1997,366,604,2374,184,63.36000061
1998,366,604,2368,187,62.05999756
1999,366,604,2728,176,61.5
2000,366,604,2486,204,66.87999725
1997,367,1145,471,186,38.86000061
1998,367,1145,481,194,46.70000076
1999,367,1145,420,228,40.40000153
2000,367,1145,367,225,39.95999908
1997,368,738,577,304,65.08000183
1998,368,738,573,294,60.97000122
1999,368,738,479,319,60.00000381
2000,368,738,487,340,55.70999908
1997,369,589,127,262,84.84999847
1998,369,589,124,240,89.59999847
1999,369,589,125,241,85.05999756
2000,369,589,106,272,82.76999664
1997,370,812,350,290,62.77999878
1998,370,812,338,287,64.19000244
1999,370,812,314,310,61.52999878
2000,370,812,311,344,63.77999878
1997,371,1069,237,253,81.26000214
1998,371,1069,346,217,81.06999969
1999,371,1069,335,227,71.19999695
2000,371,1069,345,225,82.06999969
1997,372,933,196,175,89.16999817
1998,372,933,234,156,90.33999634
1999,372,933,208,190,90.61000061
2000,372,933,276,170,90.94999695
1997,373,880,182,159,91.87000275
1998,373,880,181,160,91.34999847
1999,373,880,177,181,93.37000275
2000,373,880,228,171,92.51999664
1997,374,881,186,286,80.19999695
1998,374,881,156,239,60.04000473
1999,374,881,90,254,49.75999832
2000,374,881,206,284,54.47999954
1997,375,1679,160,201,81.29000092
1998,375,1679,172,210,76.48999786
1999,375,1679,173,236,74.23000336
2000,375,1679,245,206,81.23999786
1997,376,1901,286,312,75
1998,376,1901,303,321,73.38999939
1999,376,1901,310,325,74.77999878
2000,376,1901,351,316,73.76999664
1997,377,949,217,169,88.08000183
1998,377,949,224,165,86.54000092
1999,377,949,232,174,88.51999664
2000,377,949,203,191,88.06999969
1997,378,596,230,248,42.20000076
1998,378,596,282,218,48.38000107
1999,378,596,436,144,45.34999847
2000,378,596,354,261,50.91999817
1997,379,580,878,239,79.56999969
1998,379,580,999,236,77.84999847
1999,379,580,1015,234,75.40000153
2000,379,580,971,259,73.58999634
1997,380,756,384,155,75.76000214
1998,380,756,413,154,92.19000244
1999,380,756,354,184,92.66000366
2000,380,756,425,176,89.95999908
1997,381,507,298,255,69.62999725
1998,381,507,364,246,62.58000183
1999,381,507,353,260,60.29000092
2000,381,507,320,291,56.33000183
1997,382,1570,209,243,84.09999847
1998,382,1570,167,275,87.58999634
1999,382,1570,148,285,77.26000214
2000,382,1570,218,268,84.55999756
1997,383,2037,288,307,73.94999695
1998,383,2037,265,333,80.45999908
1999,383,2037,292,342,72.70999908
2000,383,2037,315,312,74.05000305
1997,384,1966,144,327,80.31999969
1998,384,1966,146,322,77.66000366
1999,384,1966,138,341,70.5
2000,384,1966,171,290,74.73000336
1997,385,773,242,183,89.94999695
1998,385,773,281,163,90.94999695
1999,385,773,285,182,87.40000153
2000,385,773,338,178,89.33999634
1997,386,409,341,217,91.80999756
1998,386,409,306,203,88.88999939
1999,386,409,317,200,88.15000153
2000,386,409,421,224,87.13999939
1997,387,1021,400,291,54.22000122
1998,387,1021,420,282,58.04000092
1999,387,1021,385,291,47.15999985
2000,387,1021,367,331,49.02000046
1997,388,1202,334,220,44.58000183
1998,388,1202,351,211,44.54000092
1999,388,1202,290,262,44.83000183
2000,388,1202,327,273,43.63000107
1997,389,95,174,183,77.08000183
1998,389,95,164,138,73.87000275
1999,389,95,146,162,76.31999969
2000,389,95,130,203,69.48000336
1997,390,1062,435,155,70.04000092
1998,390,1062,430,142,72.95999908
1999,390,1062,447,158,68.97000122
2000,390,1062,429,169,71.58000183
1997,391,1026,272,165,69.18000031
1998,391,1026,334,148,66.23999786
1999,391,1026,325,171,73.27999878
2000,391,1026,371,173,76.44999695
1997,392,475,193,229,83.08999634
1998,392,475,176,225,84.23000336
1999,392,475,217,199,70.54000092
2000,392,475,246,181,60.72999954
1997,393,1092,505,214,71.02999878
1998,393,1092,480,224,76.87999725
1999,393,1092,550,212,77.38999939
2000,393,1092,506,240,73.80999756
1997,394,261,222,138,77.86000061
1998,394,261,195,174,77.47000122
1999,394,261,201,183,77.23000336
2000,394,261,176,220,72.51999664
1997,395,695,280,120,62.84999847
1998,395,695,271,120,57.77999878
1999,395,695,266,125,67.58999634
2000,395,695,239,151,59.22000504
1997,396,1826,553,159,57.06000519
1998,396,1826,492,179,69.87000275
1999,396,1826,686,165,63.41000366
2000,396,1826,743,165,67.56999969
1997,397,2054,551,243,55.16999817
1998,397,2054,492,242,56.83000183
1999,397,2054,590,229,58.25
2000,397,2054,610,242,60.43000031
1997,398,1081,229,181,45.09999847
1998,398,1081,268,154,45.79999924
1999,398,1081,296,168,47.34000015
2000,398,1081,250,173,50.70000458
1997,399,328,232,192,53.93999863
1998,399,328,209,203,62.45999908
1999,399,328,229,211,56.99000549
2000,399,328,209,222,48.95999908
1997,400,622,282,274,72.55000305
1998,400,622,284,262,63.19000244
1999,400,622,307,280,55.68000031
2000,400,622,301,295,59.6400032
1997,401,448,460,72,67.87999725
1998,401,448,446,77,69.22000122
1999,401,448,540,72,68.05000305
2000,401,448,504,79,66.65000153
1997,402,412,1330,217,85.94000244
1998,402,412,1246,218,86.41000366
1999,402,412,1258,231,76.40000153
