studyid,black,hispanic,female,appyear,mnce,select,choice,selectyrs,choiceyrs,mnce90,selectyrs1,selectyrs2,selectyrs3,selectyrs4,choiceyrs1,choiceyrs2,choiceyrs3,choiceyrs4,fitted
1467,0,1,1,92,61,1,1,2,2,55.0,0,1,0,0,0,1,0,0,1.5831974208331672
1471,0,1,0,93,53,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
1474,1,0,0,92,1,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0.010375689060844231
1481,1,0,1,93,54,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
1495,1,0,1,93,58,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
1513,1,0,1,92,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
1530,1,0,0,92,48,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0.010375689060844231
1549,0,0,0,92,47,1,1,2,2,,0,1,0,0,0,1,0,0,1.5078105868815397
1554,0,0,0,92,52,0,0,0,0,64.0,0,0,0,0,0,0,0,0,-0.0190536838756339
1555,0,1,1,92,64,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0.0563331500759938
1580,0,1,1,92,66,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
1592,1,0,0,92,33,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
1595,1,0,1,92,52,0,0,0,0,87.0,0,0,0,0,0,0,0,0,0.04273361808533868
1606,1,0,1,92,47,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.04273361808533868
1612,1,0,1,93,29,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
1624,1,0,1,93,61,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
1637,0,1,1,92,45,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
1638,1,0,1,93,25,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
1659,1,0,0,92,1,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0.010375689060844231
1661,1,0,0,93,1,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
1667,1,0,1,92,10,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0.04273361808533868
1677,1,0,0,93,29,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
1678,1,0,0,92,1,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
1687,1,0,0,93,26,1,1,1,1,15.0,1,0,0,0,1,0,0,0,0.7738078244394309
1707,1,0,1,92,23,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
1710,1,0,1,93,25,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
1715,1,0,0,93,64,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
1720,1,0,1,92,38,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
1726,1,0,0,92,72,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
1772,1,0,0,93,10,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
1773,1,0,1,93,33,0,1,0,1,,0,0,0,0,1,0,0,0,0.04273361808533868
1777,1,0,1,93,25,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
1785,1,0,0,93,64,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
1795,1,0,1,93,44,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0.04273361808533868
1866,1,0,0,93,31,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
1880,1,0,1,93,47,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
1888,1,0,0,93,41,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
1893,1,0,0,93,37,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0.010375689060844231
1899,1,0,1,93,10,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.04273361808533868
1935,1,0,0,93,10,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
1938,1,0,1,93,44,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0.04273361808533868
1939,1,0,0,93,75,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
10007,1,0,1,91,51,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10088,1,0,0,93,34,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
10092,0,0,1,93,77,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10142,1,0,1,92,58,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10144,1,0,1,92,28,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10149,1,0,1,93,40,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10163,0,0,1,92,38,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10186,0,0,1,92,69,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10194,1,0,1,93,51,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10220,0,0,0,92,99,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10225,1,0,0,93,19,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
10250,1,0,1,92,40,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10257,0,0,0,93,54,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10280,1,0,0,93,34,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
10304,0,0,0,91,75,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10305,0,0,1,91,64,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10351,1,0,0,93,20,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
10359,0,0,0,93,57,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10369,1,0,0,91,61,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
10385,0,1,1,92,41,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
10406,0,1,0,91,36,0,0,0,0,,0,0,0,0,0,0,0,0,0.02397522105149935
10458,1,0,1,91,51,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10469,0,0,0,93,46,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10562,0,1,0,91,7,0,0,0,0,,0,0,0,0,0,0,0,0,0.02397522105149935
10566,0,0,1,93,54,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10569,0,0,1,92,66,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10580,1,0,1,91,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10584,1,0,1,91,71,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10620,0,0,1,93,23,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10621,1,0,1,91,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10624,1,0,1,91,40,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10645,1,0,0,93,34,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
10673,0,0,0,91,1,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10690,0,0,0,91,66,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10743,1,0,1,92,87,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10770,0,0,0,90,32,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10783,1,0,1,90,31,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10785,0,0,0,90,35,0,0,0,0,29.0,0,0,0,0,0,0,0,0,-0.0190536838756339
10795,1,0,1,90,45,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.04273361808533868
10805,1,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10832,0,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
10849,0,0,1,90,74,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
10872,0,1,1,91,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
10879,1,0,1,91,31,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10926,1,0,1,90,80,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10942,1,0,1,91,35,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10953,1,0,1,90,69,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
10956,0,0,1,90,56,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11010,1,0,0,90,15,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11011,0,0,0,91,76,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11030,1,0,0,90,10,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0.010375689060844231
11034,0,0,0,91,99,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11044,0,0,0,91,45,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11080,0,1,1,91,28,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11084,0,0,1,91,37,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11085,0,0,0,91,39,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11107,1,0,1,93,1,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11108,0,0,0,90,77,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11115,1,0,1,90,33,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.04273361808533868
11129,1,0,1,93,66,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11147,1,0,1,91,54,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11151,1,0,1,91,50,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11165,1,0,0,91,81,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11184,1,0,1,90,23,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11187,1,0,1,90,45,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11200,1,0,1,90,81,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11203,1,0,0,91,25,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11217,1,0,0,93,20,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11244,0,0,1,91,52,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11263,1,0,0,91,23,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11264,1,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11283,1,0,0,90,35,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11284,0,0,1,90,20,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0.013304245148860548
11286,0,1,0,90,29,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.02397522105149935
11287,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11288,1,0,0,90,28,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11289,0,1,1,90,59,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.0563331500759938
11290,1,0,0,90,28,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0.010375689060844231
11292,1,0,0,90,47,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.010375689060844231
11294,0,0,1,90,47,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.013304245148860548
11297,1,0,0,90,50,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.010375689060844231
11298,1,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11299,1,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11302,0,1,0,91,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.02397522105149935
11303,0,0,1,90,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11304,1,0,0,90,15,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.010375689060844231
11305,0,0,1,90,37,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.013304245148860548
11307,0,0,1,90,66,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.013304245148860548
11309,1,0,1,90,42,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0.04273361808533868
11310,1,0,0,90,35,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.010375689060844231
11313,0,0,1,90,29,0,0,0,0,64.0,0,0,0,0,0,0,0,0,0.013304245148860548
11315,0,0,1,90,59,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0.013304245148860548
11316,1,0,0,90,99,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11320,1,0,0,90,55,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0.010375689060844231
11321,0,0,0,90,90,0,0,0,0,99.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11325,0,0,1,90,78,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11327,1,0,0,90,38,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.010375689060844231
11328,1,0,1,90,60,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0.04273361808533868
11329,0,0,1,90,60,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0.013304245148860548
11330,1,0,1,90,42,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0.04273361808533868
11331,1,0,0,90,50,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0.010375689060844231
11332,1,0,1,90,38,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11333,1,0,1,90,68,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11336,0,0,0,90,90,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11337,0,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11338,0,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11339,1,0,0,90,70,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11342,1,0,0,90,29,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0.010375689060844231
11343,0,0,0,90,35,0,0,0,0,25.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11344,1,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11345,0,0,0,90,62,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11346,0,0,0,90,23,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11347,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11349,0,0,1,90,78,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11350,1,0,0,90,38,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11353,0,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11354,0,0,1,90,64,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11355,0,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11358,1,0,0,90,66,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0.010375689060844231
11359,0,1,1,91,15,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11360,0,0,0,90,29,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11361,1,0,0,90,17,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.010375689060844231
11363,1,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11364,0,0,0,90,67,0,0,0,0,87.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11365,1,0,1,90,45,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11366,0,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11367,1,0,0,90,57,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.010375689060844231
11372,1,0,0,90,59,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.010375689060844231
11373,1,0,1,90,59,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0.04273361808533868
11375,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11376,1,0,1,90,52,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0.04273361808533868
11377,1,0,1,90,60,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11379,1,0,1,90,38,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0.04273361808533868
11380,1,0,1,90,35,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.04273361808533868
11381,1,0,1,90,52,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11383,1,0,1,92,1,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11384,1,0,1,90,70,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.04273361808533868
11385,0,0,1,90,44,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0.013304245148860548
11386,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11387,0,1,1,92,28,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11388,0,0,1,90,55,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0.013304245148860548
11389,1,0,1,90,1,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0.04273361808533868
11391,0,0,1,90,81,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0.013304245148860548
11392,0,0,1,90,87,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11394,0,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11397,0,0,0,90,87,0,0,0,0,90.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11398,0,0,0,90,75,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11399,0,0,0,90,99,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11400,1,0,0,90,38,0,0,0,0,51.0,0,0,0,0,0,0,0,0,0.010375689060844231
11401,1,0,0,90,77,0,0,0,0,74.0,0,0,0,0,0,0,0,0,0.010375689060844231
11402,1,0,0,90,29,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11404,0,0,1,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11405,1,0,0,90,28,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0.010375689060844231
11409,1,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11411,1,0,0,90,10,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11413,1,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11417,1,0,0,90,57,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11418,1,0,1,90,28,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11420,1,0,0,90,10,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.010375689060844231
11421,1,0,1,90,31,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11422,1,0,0,90,31,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.010375689060844231
11424,1,0,0,90,42,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0.010375689060844231
11425,0,0,1,90,55,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11426,1,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11427,1,0,1,90,55,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0.04273361808533868
11430,0,0,0,90,90,0,0,0,0,58.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11432,1,0,0,90,38,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0.010375689060844231
11433,1,0,0,90,59,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0.010375689060844231
11434,1,0,0,90,78,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11436,1,0,1,90,64,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0.04273361808533868
11437,1,0,1,90,35,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.04273361808533868
11438,1,0,0,90,70,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.010375689060844231
11439,1,0,0,90,35,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0.010375689060844231
11440,0,0,0,90,74,0,0,0,0,64.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11441,0,1,1,90,40,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0.0563331500759938
11444,0,1,1,90,93,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11449,1,0,0,90,40,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.010375689060844231
11452,0,0,1,90,87,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11453,1,0,1,90,54,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11456,0,0,1,90,45,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.013304245148860548
11458,1,0,1,90,44,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.04273361808533868
11459,0,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11460,1,0,0,92,1,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11463,0,0,1,91,54,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11464,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11465,1,0,0,90,47,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.010375689060844231
11467,1,0,1,90,10,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.04273361808533868
11468,1,0,1,90,38,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0.04273361808533868
11469,0,1,0,90,55,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0.02397522105149935
11470,0,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11472,0,0,1,90,77,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11473,0,1,1,90,29,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0.0563331500759938
11474,1,0,1,90,70,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0.04273361808533868
11475,1,0,1,90,1,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.04273361808533868
11476,1,0,1,90,60,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0.04273361808533868
11477,1,0,1,90,31,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0.04273361808533868
11478,1,0,1,90,29,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11479,1,0,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11480,0,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11481,1,0,0,90,48,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11482,0,0,0,90,25,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11486,1,0,0,90,50,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0.010375689060844231
11487,1,0,0,90,47,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0.010375689060844231
11492,0,0,0,90,90,0,0,0,0,99.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11493,1,0,0,90,70,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11494,1,0,0,90,17,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11495,1,0,1,90,1,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0.04273361808533868
11497,1,0,0,90,37,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0.010375689060844231
11498,1,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11500,0,0,0,90,48,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11501,0,0,1,90,75,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11502,1,0,0,93,33,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11505,1,0,0,90,47,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0.010375689060844231
11506,0,0,0,90,99,0,0,0,0,99.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11508,1,0,0,90,7,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.010375689060844231
11509,1,0,1,90,42,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11510,0,0,0,90,87,0,0,0,0,80.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11511,0,0,0,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11513,1,0,0,90,64,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0.010375689060844231
11515,1,0,1,90,33,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0.04273361808533868
11518,0,0,0,90,90,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11519,0,1,1,90,60,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0.0563331500759938
11520,0,0,1,90,78,0,0,0,0,74.0,0,0,0,0,0,0,0,0,0.013304245148860548
11522,1,0,0,90,50,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11523,1,0,0,90,40,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.010375689060844231
11528,0,0,0,90,99,0,0,0,0,99.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11529,0,0,1,90,99,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11530,0,0,1,90,50,0,0,0,0,56.0,0,0,0,0,0,0,0,0,0.013304245148860548
11532,1,0,1,90,42,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0.04273361808533868
11534,1,0,0,90,52,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.010375689060844231
11535,0,1,1,90,52,0,0,0,0,,0,0,0,0,0,0,0,0,0.0563331500759938
11537,0,0,1,90,70,0,0,0,0,,0,0,0,0,0,0,0,0,0.013304245148860548
11538,0,0,0,90,28,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11540,1,0,1,90,66,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11541,0,0,0,90,52,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11542,1,0,0,90,23,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0.010375689060844231
11545,0,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0,-0.0190536838756339
11547,0,0,0,90,47,0,0,0,0,39.0,0,0,0,0,0,0,0,0,-0.0190536838756339
11550,1,0,1,90,35,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.04273361808533868
11551,1,0,1,90,59,0,0,0,0,,0,0,0,0,0,0,0,0,0.04273361808533868
11552,1,0,1,90,38,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0.04273361808533868
11554,0,0,1,90,37,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0.013304245148860548
11555,1,0,0,90,40,0,0,0,0,,0,0,0,0,0,0,0,0,0.010375689060844231
11556,1,0,1,90,1,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0.04273361808533868
11558,1,0,0,90,59,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0.010375689060844231
